Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"573.25829","Klebsiella pneumoniae strain SIKP037",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP037",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399337","GCA_004830385.1",,"SSYD00000000","JCVI","WGS","Illumina NextSeq 500","201.28x","SPAdes v. 3.13",,,89,5519008,57.243042,9,172434,75,1,,5697,95.24,93.91,0.22,99.78,,"stool",,"2018-04-30",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:21:04.546Z","2019-07-15T12:21:04.546Z"
"573.25830","Klebsiella pneumoniae strain SIKP008",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP008",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399325","GCA_004830395.1",,"SSYT00000000","JCVI","WGS","Illumina NextSeq 500","165.75x","SPAdes v. 3.13",,,96,5588908,57.181957,10,176003,69,2,,5800,95.24,93.91,0.22,99.78,,"stool",,"2016-12-27",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:23:36.830Z","2019-07-15T12:23:36.830Z"
"573.25831","Klebsiella pneumoniae strain SIKP020",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP020",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399359","GCA_004830435.1",,"SSYZ00000000","JCVI","WGS","Illumina NextSeq 500","236.25x","SPAdes v. 3.13",,,93,5613957,57.159863,8,265099,71,3,,5835,95.24,93.97,0.11,99.78,,"stool",,"2018-02-09",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:26:01.024Z","2019-07-15T12:26:01.024Z"
"573.25832","Klebsiella pneumoniae strain SIKP095",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP095",,,,"MLST.klebsiella.14",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11419421","GCA_004830525.1",,"SSZO00000000","JCVI","WGS","Illumina NextSeq 500","51.27x","SPAdes v. 3.13",,,122,5716491,56.81888,15,113784,63,2,,5856,95.3,93.91,,99.78,,"stool",,"2016-02-08",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:25:54.520Z","2019-07-15T12:25:54.520Z"
"573.25833","Klebsiella pneumoniae strain SIKP092",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP092",,,,"MLST.klebsiella.101",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11419357","GCA_004830605.1",,"STAW00000000","JCVI","WGS","Illumina NextSeq 500","48.52x","SPAdes v. 3.13",,,92,5660764,56.963142,12,147443,68,3,,5898,95.48,93.73,,99.67,,"stool",,"2016-01-11",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:26:10.620Z","2019-07-15T12:26:10.620Z"
"573.25834","Klebsiella pneumoniae strain SIKP031",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP031",,,,"MLST.klebsiella.15",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399346","GCA_004830635.1",,"SSZI00000000","JCVI","WGS","Illumina NextSeq 500","149.6x","SPAdes v. 3.13",,,162,5784697,56.89069,13,117902,68,3,,5979,95.18,93.37,,99.78,,"stool",,"2018-04-19",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:31:42.987Z","2019-07-15T12:31:42.987Z"
"573.25835","Klebsiella pneumoniae strain SIKP038",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP038",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399336","GCA_004830745.1",,"SSYE00000000","JCVI","WGS","Illumina NextSeq 500","109.97x","SPAdes v. 3.13",,,96,5514940,57.245354,8,206001,66,2,,5714,95.06,93.79,0.11,99.78,,"stool",,"2018-05-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:29:23.335Z","2019-07-15T12:29:23.335Z"
"573.25836","Klebsiella pneumoniae strain SIKP039",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP039",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399335","GCA_004830785.1",,"SSYF00000000","JCVI","WGS","Illumina NextSeq 500","216.78x","SPAdes v. 3.13",,,86,5523676,57.241283,7,206001,69,2,,5712,95.24,93.97,0.11,99.78,,"stool",,"2018-05-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:31:04.817Z","2019-07-15T12:31:04.817Z"
"573.25837","Klebsiella pneumoniae strain SIKP022",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP022",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399356","GCA_004830925.1",,"SSZB00000000","JCVI","WGS","Illumina NextSeq 500","160.28x","SPAdes v. 3.13",,,81,5516795,57.24514,8,250622,67,2,,5699,95.24,93.97,0.22,99.78,,"stool",,"2018-03-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:34:41.189Z","2019-07-15T12:34:41.189Z"
"573.25838","Klebsiella pneumoniae strain SIKP006",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP006",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399327","GCA_004830965.1",,"SSYR00000000","JCVI","WGS","Illumina NextSeq 500","181.62x","SPAdes v. 3.13",,,97,5598555,57.15564,10,182337,71,2,,5818,95,93.61,0.11,99.67,,"stool",,"2016-10-06",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:36:14.516Z","2019-07-15T12:36:14.516Z"
"573.25839","Klebsiella pneumoniae strain SIKP029",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP029",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399348","GCA_004831095.1",,"SSZG00000000","JCVI","WGS","Illumina NextSeq 500","295.82x","SPAdes v. 3.13",,,99,5581160,57.174065,11,142938,71,2,,5779,95.24,94.03,0.11,99.78,,"stool",,"2018-06-21",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:39:58.254Z","2019-07-15T12:39:58.254Z"
"573.25840","Klebsiella pneumoniae strain SIKP021",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP021",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399357","GCA_004831125.1",,"SSZA00000000","JCVI","WGS","Illumina NextSeq 500","214.42x","SPAdes v. 3.13",,,97,5602142,57.115868,8,178410,73,2,,5840,95.24,93.97,0.11,99.78,,"stool",,"2018-03-02",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:40:46.622Z","2019-07-15T12:40:46.622Z"
"573.25841","Klebsiella pneumoniae strain SIKP028",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP028",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399350","GCA_004831255.1",,"SSZF00000000","JCVI","WGS","Illumina NextSeq 500","164.26x","SPAdes v. 3.13",,,98,5571136,57.19164,7,210078,72,2,,5803,95.24,93.97,0.11,99.78,,"stool",,"2018-04-05",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:43:09.226Z","2019-07-15T12:43:09.226Z"
"573.25842","Klebsiella pneumoniae strain SIKP065",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP065",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399384","GCA_004831275.1",,"SSZX00000000","JCVI","WGS","Illumina NextSeq 500","147.8x","SPAdes v. 3.13",,,73,5403482,57.33758,10,152204,74,1,,5559,95.12,94.03,0.11,99.78,,"sputum",,"2018-05-03",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:43:06.479Z","2019-07-15T12:43:06.479Z"
"573.25843","Klebsiella pneumoniae strain SIKP070",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP070",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399379","GCA_004831285.1",,"STAC00000000","JCVI","WGS","Illumina NextSeq 500","45.1x","SPAdes v. 3.13",,,99,5519882,57.24758,12,161019,69,2,,5717,95.24,93.91,0.44,99.78,,"sputum",,"2018-05-15",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:41:45.400Z","2019-07-15T12:41:45.400Z"
"573.25844","Klebsiella pneumoniae strain SIKP075",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP075",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399423","GCA_004831355.1",,"STAH00000000","JCVI","WGS","Illumina NextSeq 500","43.77x","SPAdes v. 3.13",,,109,5549541,57.223328,8,178410,77,2,,5758,95.24,93.97,0.22,99.78,,"sputum",,"2018-06-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:42:12.641Z","2019-07-15T12:42:12.641Z"
"573.25845","Klebsiella pneumoniae strain SIKP071",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP071",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399378","GCA_004831385.1",,"STAD00000000","JCVI","WGS","Illumina NextSeq 500","92.47x","SPAdes v. 3.13",,,90,5518192,57.24587,8,206817,73,2,,5712,95.24,93.97,0.11,99.78,,"sputum",,"2018-05-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:43:18.353Z","2019-07-15T12:43:18.353Z"
"573.25846","Klebsiella pneumoniae strain SIKP027",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP027",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399351","GCA_004831405.1",,"SSZE00000000","JCVI","WGS","Illumina NextSeq 500","214.27x","SPAdes v. 3.13",,,74,5404647,57.3564,10,177856,69,2,,5548,95.24,94.03,0.22,99.78,,"stool",,"2018-04-02",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:48:09.437Z","2019-07-15T12:48:09.437Z"
"573.25847","Klebsiella pneumoniae strain SIKP072",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP072",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399426","GCA_004831425.1",,"STAE00000000","JCVI","WGS","Illumina NextSeq 500","121.98x","SPAdes v. 3.13",,,86,5521459,57.241394,8,209697,71,2,,5701,95.24,93.91,0.11,99.78,,"sputum",,"2018-05-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:48:15.322Z","2019-07-15T12:48:15.322Z"
"573.25848","Klebsiella pneumoniae strain SIKP073",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP073",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399425","GCA_004831485.1",,"STAF00000000","JCVI","WGS","Illumina NextSeq 500","99.17x","SPAdes v. 3.13",,,84,5524727,57.242867,9,172472,70,3,,5715,95.06,93.67,0.44,99.78,,"sputum",,"2018-05-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:49:15.239Z","2019-07-15T12:49:15.239Z"
"573.25849","Klebsiella pneumoniae strain SIKP158",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP158",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399460","GCA_004831525.1",,"STBR00000000","JCVI","WGS","Illumina NextSeq 500","128.96x","SPAdes v. 3.13",,,88,5512614,57.246326,7,209698,72,3,,5691,95.24,93.91,0.11,99.78,,"sputum",,"2017-11-23",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:47:07.271Z","2019-07-15T12:47:07.271Z"
"573.25850","Klebsiella pneumoniae strain SIKP051",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP051",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399398","GCA_004831585.1",,"STBB00000000","JCVI","WGS","Illumina NextSeq 500","181.11x","SPAdes v. 3.13",,,96,5588954,57.18442,9,178410,71,2,,5795,95.24,93.97,0.11,99.78,,"sputum",,"2018-02-09",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:47:42.905Z","2019-07-15T12:47:42.905Z"
"573.25851","Klebsiella pneumoniae strain SIKP086",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP086",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399412","GCA_004831595.1",,"STAQ00000000","JCVI","WGS","Illumina NextSeq 500","65.96x","SPAdes v. 3.13",,,92,5531122,57.239365,10,163634,79,2,,5749,95.24,93.91,0.22,99.78,,"urine",,"2017-12-29",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:51:22.790Z","2019-07-15T12:51:22.790Z"
